hsa:440034	DKFZp686K1684; uncharacterized LOC440034
hsa:3205	HOXA9, ABD-B, HOX1, HOX1.7, HOX1G; homeobox A9; K09294 homeobox protein HoxA/B/C/D9
hsa:6517	SLC2A4, GLUT4; solute carrier family 2 (facilitated glucose transporter), member 4; K07191 MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 4
hsa:23677	SH3BP4, BOG25, TTP; SH3-domain binding protein 4
hsa:1968	EIF2S3, EIF2, EIF2G, EIF2gamma, eIF-2gA; eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa; K03242 translation initiation factor 2 subunit 3
hsa:197131	UBR1, JBS; ubiquitin protein ligase E3 component n-recognin 1; K10625 E3 ubiquitin-protein ligase UBR1 [EC:6.3.2.19]
hsa:8655	DYNLL1, DLC1, DLC8, DNCL1, DNCLC1, LC8, LC8a, PIN, hdlc1; dynein, light chain, LC8-type 1; K10418 dynein light chain LC8-type
hsa:6768	ST14, ARCI11, HAI, MT-SP1, MTSP1, PRSS14, SNC19, TADG15, TMPRSS14; suppression of tumorigenicity 14 (colon carcinoma) (EC:3.4.21.109); K08670 suppressor of tumorigenicity protein 14 [EC:3.4.21.109]
hsa:6695	SPOCK1, SPOCK, TESTICAN, TIC1; sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1; K08136 sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican)
hsa:23352	UBR4, RBAF600, ZUBR1, p600; ubiquitin protein ligase E3 component n-recognin 4; K10691 E3 ubiquitin-protein ligase UBR4 [EC:6.3.2.19]
hsa:9382	COG1, CDG2G, LDLB; component of oligomeric golgi complex 1
hsa:650	BMP2, BDA2, BMP2A; bone morphogenetic protein 2; K04662 bone morphogenetic protein 2/4
hsa:3818	KLKB1, KLK3, PPK; kallikrein B, plasma (Fletcher factor) 1 (EC:3.4.21.34); K01324 plasma kallikrein [EC:3.4.21.34]
hsa:6154	RPL26, DBA11, L26; ribosomal protein L26; K02898 large subunit ribosomal protein L26e
hsa:55505	NOP10, DKCB1, NOLA3, NOP10P; NOP10 ribonucleoprotein; K11130 H/ACA ribonucleoprotein complex subunit 3
hsa:5393	EXOSC9, PM/Scl-75, PMSCL1, RRP45, Rrp45p, p5, p6; exosome component 9 (EC:3.1.13.-); K03678 exosome complex component RRP45
hsa:7073	TIAL1, TCBP, TIAR; TIA1 cytotoxic granule-associated RNA binding protein-like 1; K13201 nucleolysin TIA-1/TIAR
hsa:595	CCND1, BCL1, D11S287E, PRAD1, U21B31; cyclin D1; K04503 cyclin D1
hsa:7311	UBA52, CEP52, HUBCEP52, L40, RPL40; ubiquitin A-52 residue ribosomal protein fusion product 1; K02927 large subunit ribosomal protein L40e
hsa:9478	CABP1, CALBRAIN, HCALB_BR; calcium binding protein 1
hsa:7078	TIMP3, HSMRK222, K222, K222TA2, SFD; TIMP metallopeptidase inhibitor 3; K16866 metalloproteinase inhibitor 3
hsa:3823	KLRC3, NKG2-E, NKG2E; killer cell lectin-like receptor subfamily C, member 3; K06541 killer cell lectin-like receptor subfamily C
hsa:8287	USP9Y, DFFRY, SPGFY2; ubiquitin specific peptidase 9, Y-linked (EC:3.4.19.12); K11840 ubiquitin carboxyl-terminal hydrolase 9/24 [EC:3.4.19.12]
hsa:55179	FAIM, FAIM1; Fas apoptotic inhibitory molecule
hsa:51592	TRIM33, ECTO, PTC7, RFG7, TF1G, TIF1G, TIF1GAMMA, TIFGAMMA; tripartite motif containing 33; K08883 tripartite motif-containing protein 33 [EC:6.3.2.19]
hsa:866	SERPINA6, CBG; serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6
hsa:12	SERPINA3, AACT, ACT, GIG25; serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3; K04525 serpin peptidase inhibitor, clade A, member 3
hsa:6891	TAP2, ABC18, ABCB3, APT2, D6S217E, PSF-2, PSF2, RING11; transporter 2, ATP-binding cassette, sub-family B (MDR/TAP); K05654 ATP-binding cassette, subfamily B (MDR/TAP), member 3
hsa:5696	PSMB8, ALDD, D6S216, D6S216E, JMP, LMP7, NKJO, PSMB5i, RING10; proteasome (prosome, macropain) subunit, beta type, 8 (EC:3.4.25.1); K02740 20S proteasome subunit beta 8 [EC:3.4.25.1]
hsa:27429	HTRA2, OMI, PARK13, PRSS25; HtrA serine peptidase 2 (EC:3.4.21.108); K08669 HtrA serine peptidase 2 [EC:3.4.21.108]
hsa:2483	FRG1, FRG1A, FSG1; FSHD region gene 1; K13122 protein FRG1
hsa:839	CASP6, MCH2; caspase 6, apoptosis-related cysteine peptidase (EC:3.4.22.59); K04396 caspase 6 [EC:3.4.22.59]
hsa:282808	RAB40AL, MRXSMP, RAR2, RLGP; RAB40A, member RAS oncogene family-like; K07928 Ras-related protein Rab-40
hsa:152	ADRA2C, ADRA2L2, ADRA2RL2, ADRARL2, ALPHA2CAR; adrenoceptor alpha 2C; K04140 adrenergic receptor alpha-2C
hsa:353	APRT, AMP, APRTD; adenine phosphoribosyltransferase (EC:2.4.2.7); K00759 adenine phosphoribosyltransferase [EC:2.4.2.7]
hsa:79856	SNX22; sorting nexin 22; K17941 sorting nexin-22/24
hsa:6231	RPS26, DBA10, S26; ribosomal protein S26; K02976 small subunit ribosomal protein S26e
hsa:134430	WDR36, GLC1G, TA-WDRP, TAWDRP, UTP21; WD repeat domain 36; K14554 U3 small nucleolar RNA-associated protein 21
hsa:5993	RFX5; regulatory factor X, 5 (influences HLA class II expression); K08061 regulatory factor X 5
hsa:7545	ZIC1, ZIC, ZNF201; Zic family member 1; K09224 zinc finger protein ZIC 1
hsa:4544	MTNR1B, FGQTL2, MEL-1B-R, MT2; melatonin receptor 1B; K04286 melatonin receptor type 1B
hsa:7307	U2AF1, FP793, RN, RNU2AF1, U2AF35, U2AFBP; U2 small nuclear RNA auxiliary factor 1; K12836 splicing factor U2AF 35 kDa subunit
hsa:64499	TPSB2, TPS2, tryptaseB, tryptaseC; tryptase beta 2 (gene/pseudogene) (EC:3.4.21.59); K01340 tryptase [EC:3.4.21.59]
hsa:23048	FNBP1, FBP17; formin binding protein 1
hsa:7280	TUBB2A, CDCBM5, TUBB, TUBB2, dJ40E16.7; tubulin, beta 2A class IIa; K07375 tubulin beta
hsa:50833	TAS2R16, T2R16; taste receptor, type 2, member 16; K08474 taste receptor type 2
hsa:51284	TLR7, TLR7-like; toll-like receptor 7; K05404 toll-like receptor 7
hsa:3855	KRT7, CK7, K2C7, K7, SCL; keratin 7; K07605 type II keratin, basic
hsa:4016	LOXL1, LOL, LOXL; lysyl oxidase-like 1; K14678 lysyl oxidase-like protein 1 [EC:1.4.3.-]
hsa:3145	HMBS, PBG-D, PBGD, PORC, UPS; hydroxymethylbilane synthase (EC:2.5.1.61); K01749 hydroxymethylbilane synthase [EC:2.5.1.61]
hsa:5630	PRPH, NEF4, PRPH1; peripherin; K07607 peripherin
hsa:5030	P2RY4, NRU, P2P, P2Y4, UNR; pyrimidinergic receptor P2Y, G-protein coupled, 4; K04271 pyrimidinergic receptor P2Y, G protein-coupled, 4
hsa:5445	PON2; paraoxonase 2 (EC:3.1.1.2 3.1.1.81); K01045 arylesterase / paraoxonase [EC:3.1.1.2 3.1.8.1]
hsa:2488	FSHB; follicle stimulating hormone, beta polypeptide; K05250 follicle stimulating hormone
hsa:4669	NAGLU, MPS-IIIB, MPS3B, NAG, UFHSD; N-acetylglucosaminidase, alpha (EC:3.2.1.50); K01205 alpha-N-acetylglucosaminidase [EC:3.2.1.50]
hsa:7253	TSHR, CHNG1, LGR3, hTSHR-I; thyroid stimulating hormone receptor; K04249 thyroid stimulating hormone receptor
hsa:84464	SLX4, BTBD12, FANCP, MUS312; SLX4 structure-specific endonuclease subunit; K10484 structure-specific endonuclease subunit SLX4 (BTB/POZ domain-containing protein 12)
hsa:6468	FBXW4, DAC, FBW4, FBWD4, SHFM3, SHSF3; F-box and WD repeat domain containing 4; K10262 F-box and WD-40 domain protein 4
hsa:55824	PAG1, CBP, PAG; phosphoprotein membrane anchor with glycosphingolipid microdomains 1
hsa:114625	ERMAP, BTN5, PRO2801, RD, SC; erythroblast membrane-associated protein (Scianna blood group); K06712 butyrophilin
hsa:139425	DCAF8L1, WDR42B; DDB1 and CUL4 associated factor 8-like 1
hsa:284541	CYP4A22; cytochrome P450, family 4, subfamily A, polypeptide 22 (EC:1.14.15.3); K17688 alkane 1-monooxygenase [EC:1.14.15.3]
hsa:113612	CYP2U1, P450TEC, SPG49, SPG56; cytochrome P450, family 2, subfamily U, polypeptide 1 (EC:1.14.14.1); K07422 cytochrome P450, family 2, subfamily U, polypeptide 1
hsa:120227	CYP2R1; cytochrome P450, family 2, subfamily R, polypeptide 1 (EC:1.14.13.159); K07419 vitamin D 25-hydroxylase [EC:1.14.13.159]
hsa:340665	CYP26C1, FFDD4; cytochrome P450, family 26, subfamily C, polypeptide 1; K12665 cytochrome P450, family 26, subfamily C
hsa:3111	HLA-DOA, HLA-DNA, HLA-DZA, HLADZ; major histocompatibility complex, class II, DO alpha; K06752 major histocompatibility complex, class II
hsa:722	C4BPA, C4BP, PRP; complement component 4 binding protein, alpha; K04002 complement component 4 binding protein, alpha
hsa:3914	LAMB3, BM600-125KDA, LAM5, LAMNB1; laminin, beta 3; K06244 laminin, beta 3
hsa:8326	FZD9, CD349, FZD3; frizzled class receptor 9; K02842 frizzled 9/10
hsa:3045	HBD; hemoglobin, delta; K16151 hemoglobin subunit delta
hsa:84295	PHF6, BFLS, BORJ, CENP-31; PHD finger protein 6
hsa:9531	BAG3, BAG-3, BIS, CAIR-1, MFM6; BCL2-associated athanogene 3; K09557 BCL2-associated athanogene 3
hsa:4921	DDR2, MIG20a, NTRKR3, TKT, TYRO10; discoidin domain receptor tyrosine kinase 2 (EC:2.7.10.1); K05125 discoidin domain receptor family member 2 [EC:2.7.10.1]
hsa:3767	KCNJ11, BIR, HHF2, IKATP, KIR6.2, PHHI, TNDM3; potassium inwardly-rectifying channel, subfamily J, member 11; K05004 potassium inwardly-rectifying channel subfamily J member 11
hsa:1761	DMRT1, CT154, DMT1; doublesex and mab-3 related transcription factor 1
hsa:84735	CNDP1, CN1, CPGL2, HsT2308; carnosine dipeptidase 1 (metallopeptidase M20 family) (EC:3.4.13.20); K05604 beta-Ala-His dipeptidase [EC:3.4.13.20]
hsa:1147	CHUK, IKBKA, IKK-alpha, IKK1, IKKA, NFKBIKA, TCF16; conserved helix-loop-helix ubiquitous kinase (EC:2.7.11.10); K04467 inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]
hsa:2220	FCN2, EBP-37, FCNL, P35, ficolin-2; ficolin (collagen/fibrinogen domain containing lectin) 2; K10104 ficolin
hsa:8822	FGF17, FGF-13, HH20; fibroblast growth factor 17; K04358 fibroblast growth factor
hsa:1584	CYP11B1, CPN1, CYP11B, FHI, P450C11; cytochrome P450, family 11, subfamily B, polypeptide 1 (EC:1.14.15.4); K00497 steroid 11beta-monooxygenase [EC:1.14.15.4]
hsa:1146	CHRNG, ACHRG; cholinergic receptor, nicotinic, gamma (muscle); K04818 nicotinic acetylcholine receptor gamma
hsa:57158	JPH2, CMH17, JP-2, JP2; junctophilin 2
hsa:2925	GRPR, BB2; gastrin-releasing peptide receptor; K04169 gastrin-releasing peptide receptor
hsa:5740	PTGIS, CYP8, CYP8A1, PGIS, PTGI; prostaglandin I2 (prostacyclin) synthase (EC:5.3.99.4); K01831 prostacyclin synthase [EC:5.3.99.4]
hsa:5406	PNLIP, PL, PNLIPD, PTL; pancreatic lipase (EC:3.1.1.3); K14073 pancreatic triacylglycerol lipase [EC:3.1.1.3]
hsa:6781	STC1, STC; stanniocalcin 1
hsa:50964	SOST, CDD, SOST1, VBCH; sclerostin; K16834 sclerostin
hsa:27101	CACYBP, GIG5, S100A6BP, SIP; calcyclin binding protein; K04507 calcyclin binding protein
hsa:8648	NCOA1, F-SRC-1, KAT13A, RIP160, SRC1, bHLHe42, bHLHe74; nuclear receptor coactivator 1 (EC:2.3.1.48); K09101 nuclear receptor coactivator 1 [EC:2.3.1.48]
hsa:139378	GPR112, PGR17, RP1-299I16, ADGRG4; G protein-coupled receptor 112; K08455 G protein-coupled receptor 112
hsa:8712	PAGE1, AL5, CT16.3, GAGE-9, GAGEB1, PAGE-1; P antigen family, member 1 (prostate associated)
hsa:4103	MAGEA4, CT1.4, MAGE-41, MAGE-X2, MAGE4, MAGE4A, MAGE4B; melanoma antigen family A, 4
hsa:1991	ELANE, ELA2, GE, HLE, HNE, NE, PMN-E, SCN1; elastase, neutrophil expressed (EC:3.4.21.37); K01327 leukocyte elastase [EC:3.4.21.37]
hsa:2571	GAD1, CPSQ1, GAD, SCP; glutamate decarboxylase 1 (brain, 67kDa) (EC:4.1.1.15); K01580 glutamate decarboxylase [EC:4.1.1.15]
hsa:959	CD40LG, CD154, CD40L, HIGM1, IGM, IMD3, T-BAM, TNFSF5, TRAP, gp39, hCD40L; CD40 ligand; K03161 tumor necrosis factor ligand superfamily member 5
hsa:22948	CCT5, CCT-epsilon, CCTE, HEL-S-69, TCP-1-epsilon; chaperonin containing TCP1, subunit 5 (epsilon); K09497 T-complex protein 1 subunit epsilon
hsa:1773	DNASE1, DNL1, DRNI; deoxyribonuclease I (EC:3.1.21.1); K11994 deoxyribonuclease-1 [EC:3.1.21.1]
hsa:4320	MMP11, SL-3, ST3, STMY3; matrix metallopeptidase 11 (stromelysin 3) (EC:3.4.24.-); K07993 matrix metalloproteinase-11 (stromelysin 3) [EC:3.4.24.-]
hsa:26254	OPTC, OPT; opticin; K08128 opticin
hsa:112744	IL17F, CANDF6, IL-17F, ML-1, ML1; interleukin 17F; K05494 interleukin 17F
hsa:7262	PHLDA2, BRW1C, BWR1C, HLDA2, IPL, TSSC3; pleckstrin homology-like domain, family A, member 2
hsa:27115	PDE7B, bA472E5.1; phosphodiesterase 7B (EC:3.1.4.53); K18436 high affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7 [EC:3.1.4.53]
hsa:146059	CDAN1, CDA1, CDAI, CDAN1A, DLT, PRO1295; codanin 1
hsa:79087	ALG12, CDG1G, ECM39, PP14673, hALG12; ALG12, alpha-1,6-mannosyltransferase (EC:2.4.1.260); K03847 alpha-1,6-mannosyltransferase [EC:2.4.1.260]
hsa:85378	TUBGCP6, GCP-6, GCP6, MCCRP, MCPHCR; tubulin, gamma complex associated protein 6; K16573 gamma-tubulin complex component 6
hsa:6855	SYP, MRX96, MRXSYP; synaptophysin
hsa:7135	TNNI1, SSTNI, TNN1; troponin I type 1 (skeletal, slow); K10371 troponin I, slow skeletal muscle
hsa:5940	RBMY1A1, RBM, RBM1, RBM2, RBMY, RBMY1C, YRRM1, YRRM2; RNA binding motif protein, Y-linked, family 1, member A1
hsa:27112	FAM155B, CXorf63, TED, TMEM28, bB57D9.1; family with sequence similarity 155, member B
hsa:26986	PABPC1, PAB1, PABP, PABP1, PABPC2, PABPL1; poly(A) binding protein, cytoplasmic 1; K13126 polyadenylate-binding protein
hsa:54738	FEV, HSRNAFEV, PET-1; FEV (ETS oncogene family); K09437 ETS oncogene family protein FEV
hsa:10133	OPTN, ALS12, FIP2, GLC1E, HIP7, HYPL, NRP, TFIIIA-INTP; optineurin
hsa:6197	RPS6KA3, CLS, HU-3, ISPK-1, MAPKAPK1B, MRX19, RSK, RSK2, S6K-alpha3, p90-RSK2, pp90RSK2; ribosomal protein S6 kinase, 90kDa, polypeptide 3 (EC:2.7.11.1); K04373 p90 ribosomal S6 kinase [EC:2.7.11.1]
hsa:6347	CCL2, GDCF-2, HC11, HSMCR30, MCAF, MCP-1, MCP1, SCYA2, SMC-CF; chemokine (C-C motif) ligand 2; K14624 C-C motif chemokine 2
hsa:53947	A4GALT, A14GALT, A4GALT1, Gb3S, P(k), P1, P1PK, PK; alpha 1,4-galactosyltransferase (EC:2.4.1.228); K01988 lactosylceramide 4-alpha-galactosyltransferase [EC:2.4.1.228]
hsa:4330	MN1, MGCR, MGCR1, MGCR1-PEN, dJ353E16.2; meningioma (disrupted in balanced translocation) 1
hsa:140597	TCEAL2, MY0876G05, WEX1, my048; transcription elongation factor A (SII)-like 2
hsa:8688	KRT37, HA7, K37, KRTHA7; keratin 37; K07604 type I keratin, acidic
hsa:6913	TBX15, TBX14; T-box 15; K10182 T-box protein 15
hsa:7569	ZNF182, HHZ150, KOX14, ZNF21, Zfp182; zinc finger protein 182; K09228 KRAB domain-containing zinc finger protein
hsa:57609	DIP2B; DIP2 disco-interacting protein 2 homolog B (Drosophila)
hsa:27232	GNMT; glycine N-methyltransferase (EC:2.1.1.20); K00552 glycine N-methyltransferase [EC:2.1.1.20]
hsa:1131	CHRM3, EGBRS, HM3; cholinergic receptor, muscarinic 3; K04131 muscarinic acetylcholine receptor M3
hsa:1129	CHRM2, HM2; cholinergic receptor, muscarinic 2; K04130 muscarinic acetylcholine receptor M2
hsa:8754	ADAM9, CORD9, MCMP, MDC9, Mltng; ADAM metallopeptidase domain 9; K06834 disintegrin and metalloproteinase domain-containing protein 9 [EC:3.4.24.-]
hsa:8650	NUMB, C14orf41, S171, c14_5527; numb homolog (Drosophila); K06057 numb
hsa:2671	GFER, ALR, ERV1, HERV1, HPO, HPO1, HPO2, HSS; growth factor, augmenter of liver regeneration (EC:1.8.3.2); K17783 mitochondrial FAD-linked sulfhydryl oxidase [EC:1.8.3.2]
hsa:2730	GCLM, GLCLR; glutamate-cysteine ligase, modifier subunit (EC:6.3.2.2); K11205 glutamate--cysteine ligase regulatory subunit
hsa:4478	MSN, HEL70; moesin; K05763 moesin
hsa:9500	MAGED1, DLXIN-1, NRAGE; melanoma antigen family D, 1; K12464 melanoma-associated antigen D1
hsa:3680	ITGA9, ALPHA-RLC, ITGA4L, RLC; integrin, alpha 9; K06585 integrin alpha 9
hsa:3117	HLA-DQA1, CD, CELIAC1, DQ-A1, GSE, HLA-DQA; major histocompatibility complex, class II, DQ alpha 1; K06752 major histocompatibility complex, class II
hsa:2564	GABRE; gamma-aminobutyric acid (GABA) A receptor, epsilon; K05185 gamma-aminobutyric acid receptor subunit epsilon
hsa:128869	PIGU, CDC91L1, GAB1; phosphatidylinositol glycan anchor biosynthesis, class U; K05293 phosphatidylinositol glycan, class U
hsa:91647	ATPAF2, ATP12, ATP12p, MC5DN1; ATP synthase mitochondrial F1 complex assembly factor 2; K07556 ATP synthase mitochondrial F1 complex assembly factor 2
hsa:29785	CYP2S1; cytochrome P450, family 2, subfamily S, polypeptide 1 (EC:1.14.14.1); K07420 cytochrome P450, family 2, subfamily S, polypeptide 1 [EC:1.14.14.1]
hsa:8738	CRADD, MRT34, RAIDD; CASP2 and RIPK1 domain containing adaptor with death domain; K02832 CASP2 and RIPK1 domain containing adaptor with death domain
hsa:990	CDC6, CDC18L, HsCDC18, HsCDC6; cell division cycle 6; K02213 cell division control protein 6
hsa:10344	CCL26, IMAC, MIP-4a, MIP-4alpha, SCYA26, TSC-1; chemokine (C-C motif) ligand 26; K05514 C-C motif chemokine, other
hsa:23299	BICD2, SMALED2, bA526D8.1; bicaudal D homolog 2 (Drosophila); K18739 protein bicaudal D
hsa:9760	TOX, TOX1; thymocyte selection-associated high mobility group box
hsa:56159	TEX11, TGC1, TSGA3; testis expressed 11
hsa:3957	LGALS2, HL14; lectin, galactoside-binding, soluble, 2; K10090 galectin-2
hsa:442862	PRY2, PTPN13LY2; PTPN13-like, Y-linked 2
hsa:30819	KCNIP2, KCHIP2; Kv channel interacting protein 2
hsa:387082	SUMO4, IDDM5, SMT3H4, SUMO-4, dJ281H8.4; small ubiquitin-like modifier 4; K12160 small ubiquitin-related modifier
hsa:9082	XKRY, XKRY1; XK, Kell blood group complex subunit-related, Y-linked
hsa:2824	GPM6B, M6B; glycoprotein M6B
hsa:54020	SLC37A1, G3PP; solute carrier family 37 (glucose-6-phosphate transporter), member 1; K13783 MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2
hsa:481	ATP1B1, ATP1B; ATPase, Na+/K+ transporting, beta 1 polypeptide; K01540 sodium/potassium-transporting ATPase subunit beta
hsa:9084	VCY, BPY1, VCY1, VCY1A; variable charge, Y-linked
hsa:4862	NPAS2, MOP4, PASD4, bHLHe9; neuronal PAS domain protein 2; K09026 neuronal PAS domain-containing protein 2
hsa:23291	FBXW11, BTRC2, BTRCP2, FBW1B, FBXW1B, Fbw11, Hos; F-box and WD repeat domain containing 11; K03362 F-box and WD-40 domain protein 1/11
hsa:1856	DVL2; dishevelled segment polarity protein 2; K02353 segment polarity protein dishevelled
hsa:1278	COL1A2, OI4; collagen, type I, alpha 2; K06236 collagen, type I/II/III/V/XI/XXIV/XXVII, alpha
hsa:9783	RIMS3, NIM3, RIM3; regulating synaptic membrane exocytosis 3; K15298 regulating synaptic membrane exocytosis protein 3
hsa:3476	IGBP1, ALPHA-4, IBP1; immunoglobulin (CD79A) binding protein 1; K17606 immunoglobulin-binding protein 1
hsa:490	ATP2B1, PMCA1, PMCA1kb; ATPase, Ca++ transporting, plasma membrane 1 (EC:3.6.3.8); K05850 Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]
hsa:6223	RPS19, DBA, DBA1, S19; ribosomal protein S19; K02966 small subunit ribosomal protein S19e
hsa:23554	TSPAN12, EVR5, NET-2, NET2, TM4SF12; tetraspanin 12; K17355 tetraspanin-12
hsa:6620	SNCB; synuclein, beta
hsa:57190	SEPN1, CFTD, MDRS1, RSMD1, RSS, SELN; selenoprotein N, 1
hsa:170572	HTR3C; 5-hydroxytryptamine (serotonin) receptor 3C, ionotropic; K04819 5-hydroxytryptamine receptor 3
hsa:65078	RTN4R, NGR, NOGOR; reticulon 4 receptor; K16659 reticulon-4 receptor
hsa:1634	DCN, CSCD, DSPG2, PG40, PGII, PGS2, SLRR1B; decorin; K04660 decorin
hsa:5578	PRKCA, AAG6, PKC-alpha, PKCA, PRKACA; protein kinase C, alpha (EC:2.7.11.13); K02677 classical protein kinase C [EC:2.7.11.13]
hsa:1676	DFFA, DFF-45, DFF1, ICAD; DNA fragmentation factor, 45kDa, alpha polypeptide; K02310 DNA fragmentation factor, 45 kD, alpha subunit
hsa:53632	PRKAG3, AMPKG3; protein kinase, AMP-activated, gamma 3 non-catalytic subunit; K07200 5'-AMP-activated protein kinase, regulatory gamma subunit
hsa:6764	ST5, DENND2B, HTS1, p126; suppression of tumorigenicity 5
hsa:100	ADA; adenosine deaminase (EC:3.5.4.4); K01488 adenosine deaminase [EC:3.5.4.4]
hsa:58	ACTA1, ACTA, ASMA, CFTD, CFTD1, CFTDM, MPFD, NEM1, NEM2, NEM3; actin, alpha 1, skeletal muscle; K10354 actin, alpha skeletal muscle
hsa:3690	ITGB3, BDPLT16, BDPLT2, CD61, GP3A, GPIIIa, GT; integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61); K06493 integrin beta 3
hsa:9459	ARHGEF6, COOL2, Cool-2, MRX46, PIXA, alpha-PIX, alphaPIX; Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6; K05729 Rho guanine nucleotide exchange factor 6
hsa:5566	PRKACA, PKACA; protein kinase, cAMP-dependent, catalytic, alpha (EC:2.7.11.11); K04345 protein kinase A [EC:2.7.11.11]
hsa:7392	USF2, FIP, bHLHb12; upstream transcription factor 2, c-fos interacting; K09106 upstream stimulatory factor
hsa:23466	CBX6; chromobox homolog 6; K11453 chromobox protein 6
hsa:50	ACO2, ACONM, ICRD; aconitase 2, mitochondrial (EC:4.2.1.3); K01681 aconitate hydratase [EC:4.2.1.3]
hsa:4053	LTBP2, C14orf141, GLC3D, LTBP3, MSPKA, MSTP031, WMS3; latent transforming growth factor beta binding protein 2; K08023 latent transforming growth factor beta binding protein
hsa:2131	EXT1, EXT, LGCR, LGS, TRPS2, TTV; exostosin glycosyltransferase 1 (EC:2.4.1.225 2.4.1.224); K02366 glucuronyl/N-acetylglucosaminyl transferase EXT1 [EC:2.4.1.224 2.4.1.225]
hsa:10841	FTCD, LCHC1; formimidoyltransferase cyclodeaminase (EC:2.1.2.5 4.3.1.4); K13990 glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]
hsa:5723	PSPH, PSP, PSPHD; phosphoserine phosphatase (EC:3.1.3.3); K01079 phosphoserine phosphatase [EC:3.1.3.3]
hsa:9142	TMEM257, CXorf1; transmembrane protein 257
hsa:22845	DOLK, CDG1M, DK, DK1, SEC59, TMEM15; dolichol kinase (EC:2.7.1.108); K00902 dolichol kinase [EC:2.7.1.108]
hsa:6252	RTN1, NSP; reticulon 1
hsa:54658	UGT1A1, BILIQTL1, GNT1, HUG-BR1, UDPGT, UDPGT_1-1, UGT1, UGT1A; UDP glucuronosyltransferase 1 family, polypeptide A1 (EC:2.4.1.17); K00699 glucuronosyltransferase [EC:2.4.1.17]
hsa:26354	GNL3, C77032, E2IG3, NNP47, NS; guanine nucleotide binding protein-like 3 (nucleolar); K14538 nuclear GTP-binding protein
hsa:3798	KIF5A, D12S1889, MY050, NKHC, SPG10; kinesin family member 5A; K10396 kinesin family member 5
hsa:22915	MMRN1, ECM, EMILIN4, GPIa*, MMRN; multimerin 1
hsa:4211	MEIS1; Meis homeobox 1; K15613 homeobox protein Meis1
hsa:3713	IVL; involucrin
hsa:6752	SSTR2; somatostatin receptor 2; K04218 somatostatin receptor 2
hsa:1038	CDR1, CDR, CDR34, CDR62A; cerebellar degeneration-related protein 1, 34kDa
hsa:9962	SLC23A2, NBTL1, SLC23A1, SVCT2, YSPL2; solute carrier family 23 (ascorbic acid transporter), member 2; K14611 solute carrier family 23 (nucleobase transporter), member 1/2
hsa:23568	ARL2BP, BART, BART1, RP66; ADP-ribosylation factor-like 2 binding protein; K16742 ADP-ribosylation factor-like protein 2-binding protein
hsa:23435	TARDBP, ALS10, TDP-43; TAR DNA binding protein
hsa:6100	RP9, PAP-1, PAP1; retinitis pigmentosa 9 (autosomal dominant)
hsa:5932	RBBP8, COM1, CTIP, JWDS, RIM, SAE2, SCKL2; retinoblastoma binding protein 8
hsa:1260	CNGA2, CNCA, CNCA1, CNG2, OCNC1, OCNCALPHA, OCNCa; cyclic nucleotide gated channel alpha 2; K04949 cyclic nucleotide gated channel alpha 2
